,Team1,Team2,Rounds,Year_com,Day,Month,Year,Score1,Score2,Ranking T1,Score T1,Ranking T2,Score T2,NW1,NF1,ND1,NW2,NF2,ND2
912,Republic of Ireland,Netherlands,Round of 16,1994-7-4,4.0,7.0,1994.0,0.0,2.0,14.0,52.0,2.0,59.0,0,0,0,55,21,24
913,USA,Brazil,Round of 16,1994-7-4,4.0,7.0,1994.0,0.0,1.0,23.0,46.0,3.0,58.0,32,38,30,57,15,28
914,Italy,Nigeria,Round of 16,1994-7-5,5.0,7.0,1994.0,2.0,1.0,4.0,56.0,11.0,54.0,56,18,26,45,23,32
915,Bulgaria,Mexico,Round of 16,1994-7-5,5.0,7.0,1994.0,1.0,1.0,29.0,43.0,16.0,51.0,39,33,28,52,20,28
916,Spain,Italy,Quarter Finals,1994-7-9,9.0,7.0,1994.0,1.0,2.0,5.0,55.0,4.0,56.0,54,23,23,56,18,26
917,Brazil,Netherlands,Quarter Finals,1994-7-9,9.0,7.0,1994.0,3.0,2.0,3.0,58.0,2.0,59.0,57,15,28,55,21,24
918,Germany,Bulgaria,Quarter Finals,1994-7-10,10.0,7.0,1994.0,1.0,2.0,1.0,59.0,29.0,43.0,56,18,26,39,33,28
919,Sweden,Romania,Quarter Finals,1994-7-10,10.0,7.0,1994.0,2.0,2.0,10.0,54.0,7.0,55.0,54,22,24,49,24,27
920,Italy,Bulgaria,Semi Finals,1994-7-13,13.0,7.0,1994.0,2.0,1.0,4.0,56.0,29.0,43.0,56,18,26,39,33,28
921,Brazil,Sweden,Semi Finals,1994-7-13,13.0,7.0,1994.0,1.0,0.0,3.0,58.0,10.0,54.0,57,15,28,54,22,24
922,Bulgaria,Sweden,Play-off for third place,1994-7-16,16.0,7.0,1994.0,0.0,4.0,29.0,43.0,10.0,54.0,39,33,28,54,22,24
923,Italy,Brazil,Finals,1994-7-17,17.0,7.0,1994.0,0.0,0.0,4.0,56.0,3.0,58.0,56,18,26,57,15,28
924,Korea Republic,Spain,Group Phase,1990-6-8,8.0,6.0,1990.0,1.0,0.0,0.0,0.0,0.0,0.0,58,20,22,50,25,25
925,Romania,Russia,Group Phase,1990-6-9,9.0,6.0,1990.0,2.0,0.0,0.0,0.0,0.0,0.0,42,29,29,54,20,26
926,Colombia,United Arab Emirates,Group Phase,1990-6-9,9.0,6.0,1990.0,2.0,0.0,0.0,0.0,0.0,0.0,39,33,28,42,35,23
927,Republic of Ireland,Italy,Group Phase,1990-6-9,9.0,6.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,50,20,30
928,Czech Republic,USA,Group Phase,1990-6-10,10.0,6.0,1990.0,5.0,1.0,0.0,0.0,0.0,0.0,42,30,28,33,39,28
929,Sweden,Brazil,Group Phase,1990-6-10,10.0,6.0,1990.0,1.0,2.0,0.0,0.0,0.0,0.0,50,26,24,58,15,27
930,Yugoslavia,Germany,Group Phase,1990-6-10,10.0,6.0,1990.0,1.0,4.0,0.0,0.0,0.0,0.0,52,29,19,57,19,24
931,Scotland,Costa Rica,Group Phase,1990-6-11,11.0,6.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,40,34,26,36,27,37
932,Saudi Arabia,Netherlands,Group Phase,1990-6-11,11.0,6.0,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,41,31,28,52,28,20
933,Korea Republic,Belgium,Group Phase,1990-6-12,12.0,6.0,1990.0,0.0,2.0,0.0,0.0,0.0,0.0,58,20,22,44,30,26
934,Egypt,Netherlands,Group Phase,1990-6-12,12.0,6.0,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,41,28,31,52,28,20
935,Spain,Uruguay,Group Phase,1990-6-13,13.0,6.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,50,25,25,51,20,29
936,Russia,Argentina,Group Phase,1990-6-13,13.0,6.0,1990.0,0.0,2.0,0.0,0.0,0.0,0.0,54,20,26,34,29,37
937,Romania,Cameroon,Group Phase,1990-6-14,14.0,6.0,1990.0,1.0,2.0,0.0,0.0,0.0,0.0,42,29,29,49,22,29
938,Colombia,Yugoslavia,Group Phase,1990-6-14,14.0,6.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,39,33,28,52,29,19
939,USA,Italy,Group Phase,1990-6-14,14.0,6.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,33,39,28,50,20,30
940,Bolivia,Korea Republic,Group Phase,1990-6-15,15.0,6.0,1990.0,1.0,0.0,0.0,0.0,0.0,0.0,20,60,20,58,20,22
941,Republic of Ireland,Mexico,Group Phase,1990-6-15,15.0,6.0,1990.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,57,17,26
942,Costa Rica,Brazil,Group Phase,1990-6-16,16.0,6.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,36,27,37,58,15,27
943,Scotland,Sweden,Group Phase,1990-6-16,16.0,6.0,1990.0,2.0,1.0,0.0,0.0,0.0,0.0,40,34,26,50,26,24
944,Netherlands,England,Group Phase,1990-6-16,16.0,6.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,52,28,20,51,19,30
945,Morocco,Saudi Arabia,Group Phase,1990-6-17,17.0,6.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,40,25,35,41,31,28
946,Spain,Korea Republic,Group Phase,1990-6-17,17.0,6.0,1990.0,3.0,1.0,0.0,0.0,0.0,0.0,50,25,25,58,20,22
947,Uruguay,Belgium,Group Phase,1990-6-17,17.0,6.0,1990.0,1.0,3.0,0.0,0.0,0.0,0.0,51,20,29,44,30,26
948,Romania,Argentina,Group Phase,1990-6-18,18.0,6.0,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,42,29,29,34,29,37
949,Russia,Cameroon,Group Phase,1990-6-18,18.0,6.0,1990.0,4.0,0.0,0.0,0.0,0.0,0.0,54,20,26,49,22,29
950,Korea Republic,Germany,Group Phase,1990-6-19,19.0,6.0,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,58,20,22,57,19,24
951,United Arab Emirates,Yugoslavia,Group Phase,1990-6-19,19.0,6.0,1990.0,1.0,4.0,0.0,0.0,0.0,0.0,42,35,23,52,29,19
952,Norway,Republic of Ireland,Group Phase,1990-6-19,19.0,6.0,1990.0,0.0,2.0,0.0,0.0,0.0,0.0,32,39,29,0,0,0
953,USA,Austria,Group Phase,1990-6-19,19.0,6.0,1990.0,1.0,2.0,0.0,0.0,0.0,0.0,33,39,28,41,33,26
954,Scotland,Brazil,Group Phase,1990-6-20,20.0,6.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,40,34,26,58,15,27
955,Costa Rica,Sweden,Group Phase,1990-6-20,20.0,6.0,1990.0,2.0,1.0,0.0,0.0,0.0,0.0,36,27,37,50,26,24
956,Uruguay,Korea Republic,Group Phase,1990-6-21,21.0,6.0,1990.0,1.0,0.0,0.0,0.0,0.0,0.0,51,20,29,58,20,22
957,Saudi Arabia,Belgium,Group Phase,1990-6-21,21.0,6.0,1990.0,2.0,1.0,0.0,0.0,0.0,0.0,41,31,28,44,30,26
958,Netherlands,Republic of Ireland,Group Phase,1990-6-21,21.0,6.0,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,52,28,20,0,0,0
959,Egypt,England,Group Phase,1990-6-21,21.0,6.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,41,28,31,51,19,30
960,Colombia,Cameroon,Round of 16,1990-6-23,23.0,6.0,1990.0,1.0,2.0,0.0,0.0,0.0,0.0,39,33,28,49,22,29
961,Costa Rica,Czech Republic,Round of 16,1990-6-23,23.0,6.0,1990.0,1.0,4.0,0.0,0.0,0.0,0.0,36,27,37,42,30,28
962,Sweden,Saudi Arabia,Round of 16,1990-6-24,24.0,6.0,1990.0,1.0,0.0,0.0,0.0,0.0,0.0,50,26,24,41,31,28
963,Netherlands,Germany,Round of 16,1990-6-24,24.0,6.0,1990.0,1.0,2.0,0.0,0.0,0.0,0.0,52,28,20,57,19,24
964,Republic of Ireland,Netherlands,Round of 16,1990-6-25,25.0,6.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52,28,20
965,Uruguay,Italy,Round of 16,1990-6-25,25.0,6.0,1990.0,0.0,2.0,0.0,0.0,0.0,0.0,51,20,29,50,20,30
966,Yugoslavia,Spain,Round of 16,1990-6-26,26.0,6.0,1990.0,2.0,1.0,0.0,0.0,0.0,0.0,52,29,19,50,25,25
967,Belgium,England,Round of 16,1990-6-26,26.0,6.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,44,30,26,51,19,30
968,Argentina,Yugoslavia,Quarter Finals,1990-6-30,30.0,6.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,34,29,37,52,29,19
969,Republic of Ireland,Italy,Quarter Finals,1990-6-30,30.0,6.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,50,20,30
970,Czech Republic,Germany,Quarter Finals,1990-7-1,1.0,7.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,42,30,28,57,19,24
971,Cameroon,England,Quarter Finals,1990-7-1,1.0,7.0,1990.0,2.0,3.0,0.0,0.0,0.0,0.0,49,22,29,51,19,30
972,Argentina,Italy,Semi Finals,1990-7-3,3.0,7.0,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,34,29,37,50,20,30
973,Czech Republic,Germany,Semi Finals,1990-7-4,4.0,7.0,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,42,30,28,57,19,24
974,England,Italy,Play-off for third place,1990-7-7,7.0,7.0,1990.0,1.0,2.0,0.0,0.0,0.0,0.0,51,19,30,50,20,30
975,Argentina,Germany,Finals,1990-7-8,8.0,7.0,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,34,29,37,57,19,24
